search_parameters.q","image_results.position","image_results.title","image_results.link","image_results.image","image_results.width","image_results.height","image_results.image_type"
"tuna uncooked",40,"Soy Miso Tuna Sashimi Recipe - Food ...","https://www.foodrepublic.com/recipes/soy-miso-tuna-sashimi-recipe/","https://i2.wp.com/www.foodrepublic.com/wp-content/uploads/2011/06/soymisotunarecipe-.jpg?fit=978%2C734&ssl=1",978,734,
"tuna uncooked",41,"Accounting for Taste","https://lynnandruss.com/2014/05/22/gas-grilled-tuna-steaks-with-red-wine-vinegar-and-mustard-vinaigrette/","https://lynnandruss.files.wordpress.com/2014/05/uncooked-tuna.jpg",1800,1324,
"tuna uncooked",42,"Raw Tuna: Is It Safe to Eat?","https://www.healthline.com/nutrition/raw-tuna","https://i0.wp.com/images-prod.healthline.com/hlcmsresource/images/AN_images/raw-tuna-1296x728-feature.jpg?w=1155&h=1528",1155,648,
"tuna uncooked",43,"What does raw tuna taste like? - Quora","https://www.quora.com/What-does-raw-tuna-taste-like","https://qph.fs.quoracdn.net/main-qimg-46fe536dbbeae67a91ed5ca9930e316c",602,451,
"tuna uncooked",44,"Tuna Selection and Storage - Fresh and ...","https://www.thespruceeats.com/tuna-selection-and-storage-1807820","https://www.thespruceeats.com/thmb/rSbDjxl9yOJUEPHptKt86KzZINY=/2400x1350/smart/filters:no_upscale()/tunaloinsteak_getty2400-58a4b82c3df78c4758e06bbb.jpg",2400,1350,
"tuna uncooked",45,"Raw Tuna Steak Ready For Cooking Stock ...","https://www.123rf.com/photo_130552831_raw-tuna-steak-ready-for-cooking.html","https://previews.123rf.com/images/andreyst/andreyst1909/andreyst190902869/130552831-raw-tuna-steak-ready-for-cooking.jpg",1300,866,
"tuna uncooked",46,"How To Make the Best Ahi Poke | Kitchn","https://www.thekitchn.com/how-to-make-the-best-ahi-poke-230389","https://cdn.apartmenttherapy.info/image/upload/f_auto,q_auto:eco/k%2Farchive%2F50e1ac8ab914b0b821638aff08d992ce90b23462",1333,2000,
"tuna uncooked",47,"Raw Uncooked Tuna Fish Steak Isolated ...","https://www.alamy.com/stock-photo-fresh-healthy-raw-uncooked-tuna-fish-steak-isolated-against-a-white-33880879.html","https://c8.alamy.com/comp/BY3BBB/raw-tuna-steak-BY3BBB.jpg",1300,1064,
"tuna uncooked",48,"Texture of raw tuna stock image. Image ...","https://www.dreamstime.com/texture-raw-tuna-top-view-image150157943","https://thumbs.dreamstime.com/z/texture-raw-tuna-top-view-150157943.jpg",1066,1689,
"tuna uncooked",49,"Uncooked tuna steak on cutting board ...","https://depositphotos.com/175166712/stock-photo-uncooked-tuna-steak-on-cutting.html","https://st3.depositphotos.com/2749525/17516/i/1600/depositphotos_175166712-stock-photo-uncooked-tuna-steak-on-cutting.jpg",1600,1176,
"tuna uncooked",50,"Uncooked tuna and wasabi Stock ...","https://www.fotosearch.com/UNE297/u14959846/","https://fscomps.fotosearch.com/compc/UNE/UNE297/uncooked-tuna-and-wasabi-stock-photograph__u14959846.jpg",360,470,
"tuna uncooked",51,"Uncooked Fresh Salmon Red Tuna Fish ...","https://www.shutterstock.com/image-photo/uncooked-fresh-salmon-red-tuna-fish-116955148","https://image.shutterstock.com/image-photo/uncooked-fresh-salmon-red-tuna-600w-116955148.jpg",600,420,
"tuna uncooked",52,"Slice of fresh raw yellowfin tuna steak ...","https://elements.envato.com/slice-of-fresh-raw-yellowfin-tuna-steak-DJNY2LR","https://envato-shoebox-0.imgix.net/5007/0703-f413-401a-8d45-82b8a61674f8/2190331-005.jpg?auto=compress%2Cformat&fit=max&mark=https%3A%2F%2Felements-assets.envato.com%2Fstatic%2Fwatermark2.png&markalign=center%2Cmiddle&markalpha=18&w=700&s=f32474b1fb4a74ab80458d98f5ef0807",700,1050,
"tuna uncooked",53,"Raw Tuna Steak With Rosemary And Thyme ...","https://www.123rf.com/photo_33853742_raw-tuna-steak-with-rosemary-and-thyme.html","https://previews.123rf.com/images/andreyst/andreyst1411/andreyst141104788/33853742-raw-tuna-steak-with-rosemary-and-thyme.jpg",1300,866,
"tuna uncooked",54,"Fresh Raw Uncooked Yellow Fin Tuna ...","https://www.dreamstime.com/fresh-raw-uncooked-yellow-fin-tuna-steaks-lemon-slices-fresh-raw-uncooked-yellow-fin-tuna-steaks-lemon-slices-against-image108971346","https://thumbs.dreamstime.com/z/fresh-raw-uncooked-yellow-fin-tuna-steaks-lemon-slices-fresh-raw-uncooked-yellow-fin-tuna-steaks-lemon-slices-against-108971346.jpg",1300,957,
"tuna uncooked",55,"Raw Fish ...","https://www.npr.org/sections/thesalt/2014/05/23/312539745/sushis-secret-why-we-get-hooked-on-raw-fish","https://media.npr.org/assets/img/2014/05/15/sushi1_wide-4a0777e9ad7fbe948b96bf9117fd478b89e968e3-s800-c85.jpg",800,449,
"tuna uncooked",56,"Uncooked tuna Stock Photo | u13435217 ...","https://www.fotosearch.ca/UNE297/u13435217/","https://fscomps.fotosearch.com/compc/UNE/UNE297/uncooked-tuna-stock-photo__u13435217.jpg",450,380,
"tuna uncooked",57,"Raw Uncooked Yellow Fin Tuna Steaks ...","https://depositphotos.com/182483724/stock-photo-fresh-raw-uncooked-yellow-fin.html","https://st3.depositphotos.com/1762230/18248/i/1600/depositphotos_182483724-stock-photo-fresh-raw-uncooked-yellow-fin.jpg",1600,1167,
"tuna uncooked",58,"6 Tips for Making the Best Tuna Ever","https://www.thespruceeats.com/tuna-cooking-tips-1808816","https://www.thespruceeats.com/thmb/AzFBpn0zQ-cSXoOdSiSKsKwE6h4=/2122x1412/filters:fill(auto,1)/tunasteak-5c3c1eb04cedfd0001811213.jpg",2122,1412,
"tuna uncooked",59,"Raw Meat and Tuna stock photo. Image of ...","https://www.dreamstime.com/stock-photography-raw-meat-tuna-image19500142","https://thumbs.dreamstime.com/z/raw-meat-tuna-19500142.jpg",1300,1065,
"tuna uncooked",60,"What Is Sushi Grade Fish? | Kitchn","https://www.thekitchn.com/what-is-sushi-grade-fish-ingredient-intelligence-204696","https://storage.googleapis.com/gen-atmedia/3/2014/06/d76a63e3d8ad303a31614ca235fd27e92aa102fd.jpeg",2000,3000,
"tuna uncooked",61,"uncooked fresh seafood scampi natural ...","https://www.alamy.com/stock-photo-shrimp-raw-uncooked-fresh-seafood-scampi-natural-and-fresh-tuna-89935610.html","https://c8.alamy.com/comp/F68WP2/shrimp-raw-uncooked-fresh-seafood-scampi-natural-and-fresh-tuna-F68WP2.jpg",1300,956,
"tuna uncooked",62,"Raw Yellow Fin Tuna Steaks — Stock ...","https://depositphotos.com/99167314/stock-photo-raw-yellow-fin-tuna-steaks.html","https://st2.depositphotos.com/1777829/9916/i/950/depositphotos_99167314-stock-photo-raw-yellow-fin-tuna-steaks.jpg",1023,808,
